Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Q-value	Score	Ratio H/L	Ratio H/L normalized	Ratio H/L variability [%]	Ratio H/L count	Ratio H/L iso-count	Ratio H/L type	Intensity	Intensity L	Intensity H	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
b1676	b1676	14	14	14		1	14	14	14	32.3	32.3	32.3	50.729	470	470	0	43.74	4.2525	3.8998	6.7147	5	0	Leave out requantified	595900	227610	368280				130	89;440;446;617;757;765;1046;1056;1154;1268;1468;1570;1571;1591	True;True;True;True;True;True;True;True;True;True;True;True;True;True	90;444;450;622;763;771;1053;1063;1162;1279;1484;1589;1590;1610	192;193;888;889;890;902;903;904;1213;1446;1447;1458;2032;2033;2047;2048;2249;2481;2482;2868;3058;3059;3060;3093	931;932;933;934;935;936;937;938;4054;4055;4056;4057;4058;4059;4060;4061;4062;4063;4064;4111;4112;4113;5409;6297;6298;6328;6329;6330;6331;6332;8751;8752;8753;8754;8755;8756;8757;8817;8818;8819;9655;10511;10512;10513;12011;12012;12013;12014;12774;12775;12776;12777;12778;12779;12780;12781;12782;12783;12784;12785;12786;12787;12881	935;4054;4113;5409;6298;6329;8756;8819;9655;10511;12011;12777;12787;12881		
b1712	b1712	5	5	5		1	5	5	5	51.5	51.5	51.5	11.354	99	99	0	7.8805	0.58318	1.0551	7.1667	3	0	Leave out requantified	213360	107030	106330				131	51;266;466;1182;1606	True;True;True;True;True	51;270;470;1190;1625	93;569;933;2300;3128	430;2677;4246;4247;9868;13049;13050	430;2677;4246;9868;13050		
b1713	b1713	10	10	10		1	10	10	10	14.8	14.8	14.8	87.377	795	795	0	37.628	5.4477	3.4757	76.269	8	0	Leave out requantified	543750	165440	378300				132	408;493;570;588;616;861;1506;1632;1640;1707	True;True;True;True;True;True;True;True;True;True	412;497;574;593;621;868;1522;1651;1659;1727	826;827;970;1126;1161;1212;1656;2937;2938;2939;3173;3185;3186;3187;3367;3368;3369	3795;3796;3797;3798;3799;4405;4986;4987;4988;4989;4990;4991;4992;5213;5407;5408;7190;7191;12296;12297;12298;12299;12300;12301;12302;12303;12304;12305;12306;12307;12308;12309;12310;12311;12312;12313;12314;12315;12316;12317;12318;12319;12320;12321;12322;12323;12324;12325;12326;12327;12328;13161;13162;13163;13211;13212;13213;13214;13215;13216;13217;13218;13219;13220;13221;13222;13223;13224;14062;14063;14064;14065;14066;14067;14068;14069;14070;14071;14072;14073;14074;14075;14076;14077;14078	3795;4405;4986;5213;5408;7190;12303;13162;13211;14068		
b1714	b1714	10	10	10		1	10	10	10	29.1	29.1	29.1	36.831	327	327	0	11.467	1.0383	1.6788	45.54	9	0	Leave out requantified	588150	301690	286470				133	36;190;486;747;1013;1312;1478;1499;1658;1915	True;True;True;True;True;True;True;True;True;True	36;193;490;753;1020;1327;1494;1515;1677;1937	73;383;961;1433;1966;2578;2579;2891;2925;3215;3796	351;1840;4361;4362;4363;4364;6246;8467;8468;8469;10904;10905;10906;10907;12142;12143;12241;12242;12243;12244;13324;16028	351;1840;4362;6246;8469;10907;12143;12244;13324;16028		
b1716	b1716	7	7	7		1	7	7	7	35.6	35.6	35.6	13.497	118	118	0	9.4146	0.53604	0.89071	8.0038	8	0	Leave out requantified	1317500	844590	472940				134	91;207;208;887;888;1698;1699	True;True;True;True;True;True;True	92;210;211;894;895;1717;1718	197;426;427;1714;1715;1716;3314;3315	958;2065;2066;7500;7501;7502;7503;7504;7505;7506;7507;7508;7509;7510;7511;7512;7513;7514;7515;7516;7517;7518;7519;7520;7521;7522;7523;13791;13792;13793	958;2065;2066;7506;7518;13791;13793		
b1718	b1718	3	3	3		1	3	3	3	22.2	22.2	22.2	20.546	180	180	0	7.1125	0.50712	0.93772	12.051	3	0	Plateau	256880	177160	79723				135	471;1411;1778	True;True;True	475;1427;1798	938;2742;2743;3515	4263;11477;11478;14706;14707	4263;11477;14706		
b1719	b1719	5	5	5		1	5	5	5	7.2	7.2	7.2	74.013	642	642	0	5.488	1.0523	0.71612	10.149	5	0	Leave out requantified	339920	187410	152510				136	153;449;1189;1228;1371	True;True;True;True;True	156;453;1197;1236;1386	320;907;2315;2316;2399;2672;2673	1590;4117;4118;4119;4120;4121;9907;9908;9909;10239;10240;10241;10242;10243;11230;11231;11232	1590;4118;9907;10242;11231		
b1740	b1740	5	5	5		1	5	5	5	19.6	19.6	19.6	30.636	275	275	0	6.7095	0.71723	1.1774	17.788	5	0	Leave out requantified	197170	112900	84273				137	380;610;1043;1446;1569	True;True;True;True;True	384;615;1050;1462;1588	781;1206;2027;2816;3057	3608;3609;3610;5380;5381;5382;5383;8741;11760;12771;12772;12773	3610;5381;8741;11760;12771		
b1753	b1753	1	1	1		1	1	1	1	9.3	9.3	9.3	20.533	182	182	0	1.8895	0.27949	0.30884	186.76	2	0	Median	7434700	3496200	3938500				138	914	True	921	1782;1783;1784;1785	7874;7875;7876;7877;7878;7879;7880;7881;7882;7883;7884;7885;7886;7887;7888;7889;7890;7891;7892;7893;7894;7895;7896;7897	7887		
b1761	b1761	11	11	11		1	11	11	11	26.4	26.4	26.4	48.581	447	447	0	11.41	0.64961	0.65063	7.8674	9	0	Leave out requantified	732710	453110	279610				139	498;503;538;545;790;1245;1306;1413;1691;1820;1861	True;True;True;True;True;True;True;True;True;True;True	502;507;542;549;796;1253;1321;1429;1710;1841;1882	980;986;1056;1069;1070;1530;2433;2570;2748;3305;3589;3692	4437;4438;4439;4440;4446;4725;4772;4773;4774;4775;4776;6677;10370;10371;10882;10883;10884;10885;10886;10887;11489;13769;15029;15595;15596	4437;4446;4725;4774;6677;10371;10886;11489;13769;15029;15595		
b1765	b1765	2	2	2		1	2	2	2	11.5	11.5	11.5	20.059	183	183	0	3.2658	NaN	NaN	NaN	0	0	Median	51733	31929	19804				140	1241;1484	True;True	1249;1500	2420;2421;2897	10326;10327;10328;12156	10328;12156		
b1779	b1779	17	17	17		1	17	17	17	47.7	47.7	47.7	35.532	331	331	0	41.48	0.5257	0.86301	12.743	28	0	Leave out requantified	10985000	7265600	3719600				141	0;24;82;333;519;605;794;1011;1199;1768;1783;1792;1814;1815;1832;1850;1906	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	0;24;83;337;523;610;800;1018;1207;1788;1803;1812;1835;1836;1853;1871;1928	0;1;50;175;176;177;675;676;1012;1188;1189;1536;1537;1960;1961;1962;1963;1964;2334;2335;3498;3499;3524;3525;3526;3527;3528;3545;3580;3581;3582;3615;3655;3656;3784	0;1;2;272;273;825;826;827;828;829;830;831;832;833;834;835;836;837;838;3112;3113;3114;3115;3116;4518;4519;4520;5306;5307;5308;5309;5310;5311;5312;5313;5314;5315;5316;5317;5318;5319;5320;5321;5322;5323;5324;5325;6708;6709;6710;8454;8455;8456;8457;8458;8459;8460;8461;8462;8463;9954;9955;9956;9957;9958;9959;9960;9961;9962;14644;14645;14646;14647;14648;14649;14650;14651;14652;14653;14654;14655;14724;14725;14726;14727;14728;14729;14730;14731;14732;14733;14734;14735;14736;14737;14738;14739;14740;14741;14742;14743;14744;14745;14746;14846;15003;15004;15005;15006;15007;15008;15009;15010;15011;15012;15126;15127;15346;15347;15348;15349;15350;15351;15352;15353;15354;15355;15356;15357;15358;15985	2;273;826;3114;4519;5321;6710;8462;9956;14644;14736;14846;15007;15012;15127;15348;15985		
b1782	b1782	3	3	3		1	3	3	3	18.1	18.1	18.1	27.799	248	248	0	5.2763	0.36206	0.50145	8.884	2	0	Median	145290	80011	65280				142	1177;1545;1568	True;True;True	1185;1564;1587	2290;3020;3056	9811;9812;9813;9814;9815;9816;12652;12653;12654;12769;12770	9812;12652;12769		
b1823	b1823	3	3	3		1	3	3	3	53.6	53.6	53.6	7.4023	69	69	0	9.3219	0.57397	0.98787	6.2761	2	0	Median	456890	292500	164390				143	354;637;719	True;True;True	358;643;725	711;1241;1382	3251;3252;3253;5495;5496;5497;5498;5499;5500;5501;5502;5503;5504;5505;5506;5507;6050	3252;5495;6050		
b1831	b1831	2	2	2		1	2	2	2	8.2	8.2	8.2	25.892	232	232	0	3.1645	0.83585	1.1571	0.69888	2	0	Median	68894	42371	26523				144	499;863	True;True	503;870	981;982;1658	4441;4442;7194;7195;7196;7197;7198	4441;7198		
b1850	b1850	4	4	4		1	4	4	4	22.1	22.1	22.1	22.284	213	213	0	4.4819	0.81949	1.2044	37.088	5	0	Leave out requantified	204140	109860	94278				145	158;166;1661;1786	True;True;True;True	161;169;1680;1806	327;341;342;343;3219;3531	1608;1609;1610;1611;1651;1652;1653;1654;1655;13332;13333;14756;14757	1608;1651;13333;14756		
b1852	b1852	2	2	2		1	2	2	2	3.5	3.5	3.5	55.704	491	491	0	3.8399	0.99062	0.93895	10.236	3	0	Median	151730	89594	62132				146	494;1137	True;True	498;1144	971;972;973;974;2207	4406;4407;4408;4409;4410;4411;4412;4413;4414;4415;4416;4417;9458	4415;9458		
b1854	b1854	5	5	5		1	5	5	5	13.1	13.1	13.1	51.357	480	480	0	5.7529	2.5438	2.2448	20.54	4	0	Leave out requantified	121450	27715	93733				147	234;763;815;1730;1760	True;True;True;True;True	238;769;821;1750;1780	502;1456;1571;3419;3479	2415;6320;6321;6322;6323;6324;6325;6326;6834;14280;14596;14597;14598;14599;14600;14601	2415;6326;6834;14280;14597		
b1866	b1866	12	12	12		1	12	12	12	23.6	23.6	23.6	65.913	590	590	0	45.687	0.88859	0.73399	16.518	17	0	Leave out requantified	998700	527890	470800				148	321;331;502;531;548;593;799;954;1202;1350;1405;1556	True;True;True;True;True;True;True;True;True;True;True;True	325;335;506;535;552;598;805;961;1210;1365;1421;1575	656;657;670;671;985;1040;1041;1078;1079;1080;1169;1542;1543;1848;2339;2340;2645;2646;2734;3040;3041	3024;3025;3026;3027;3028;3029;3030;3031;3032;3033;3034;3035;3036;3037;3038;3039;3040;3041;3042;3043;3044;3045;3046;3047;3048;3049;3099;3100;4445;4628;4629;4630;4631;4632;4633;4634;4635;4636;4637;4638;4788;4789;4790;4791;4792;4793;4794;4795;4796;4797;4798;4799;4800;4801;4802;4803;4804;4805;4806;4807;4808;4809;4810;4811;4812;4813;4814;4815;4816;4817;4818;4819;4820;5237;5238;5239;5240;5241;6715;6716;6717;8121;9971;9972;9973;9974;9975;9976;9977;11142;11143;11144;11145;11146;11147;11148;11149;11462;11463;11464;11465;11466;12724;12725	3034;3099;4445;4638;4793;5237;6716;8121;9973;11148;11463;12725		
b1871	b1871	1	1	1		1	1	1	1	6.2	6.2	6.2	37.006	323	323	1	-2	NaN	NaN	NaN	1	0	Median	551810	273500	278310	+			149	1595	True	1614	3099	12907	12907	7	289
b1876	b1876	2	2	2		1	2	2	2	4.2	4.2	4.2	64.65	577	577	0	3.746	NaN	NaN	NaN	1	0	Median	60188	18509	41679				150	1022;1088	True;True	1029;1095	1978;2107	8509;9058;9059;9060;9061	8509;9060		
b1920	b1920	6	6	6		1	6	6	6	25.2	25.2	25.2	29.039	266	266	0	7.2668	0.74809	1.0361	10.266	6	0	Leave out requantified	248710	147140	101570				151	240;796;838;1017;1871;1905	True;True;True;True;True;True	244;802;844;1024;1892;1927	511;1539;1614;1615;1972;3711;3783	2453;2454;6712;6993;6994;6995;6996;6997;6998;6999;7000;7001;8484;8485;8486;8487;15665;15984	2453;6712;6999;8485;15665;15984		
b2007	b2007	1	1	1		1	1	1	1	14.7	14.7	14.7	12.778	109	109	0	1.8513	0.56458	0.99236	6.5284	2	0	Median	252570	162790	89780				152	1248	True	1256;1257	2436;2437	10374;10375;10376;10377;10378;10379	10375	8	1
b2021	b2021	3	3	3		1	3	3	3	8.7	8.7	8.7	39.36	356	356	0	6.0695	0.76886	1.0797	10.165	3	0	Median	109280	76643	32641				153	597;1518;1548	True;True;True	602;1534;1567	1174;1175;2966;3027	5256;5257;12399;12400;12671	5256;12400;12671		
b2027	b2027	1	1	1		1	1	1	1	3.4	3.4	3.4	36.454	326	326	0	1.9026	NaN	NaN	NaN	0	0	Median	26711	26711	0				154	1825	True	1846	3602	15077;15078	15078		
b2029	b2029	11	11	11		1	11	11	11	27.1	27.1	27.1	51.481	468	468	0	39.777	0.994	1.0227	10.834	12	0	Leave out requantified	1086800	627200	459580				155	28;71;388;403;416;728;776;966;1339;1393;1418	True;True;True;True;True;True;True;True;True;True;True	28;72;392;407;420;734;782;973;1354;1409;1434	61;62;145;791;816;817;837;838;1398;1399;1400;1401;1498;1499;1500;1875;1876;1877;2628;2629;2630;2709;2710;2755	313;314;661;3646;3647;3648;3649;3757;3758;3759;3760;3761;3762;3763;3764;3765;3766;3767;3768;3769;3770;3826;3827;3828;6136;6137;6138;6139;6140;6141;6142;6143;6144;6498;6499;6500;6501;6502;6503;6504;6505;8179;8180;8181;11076;11077;11078;11079;11080;11081;11082;11083;11084;11085;11086;11087;11088;11089;11090;11091;11092;11093;11094;11095;11096;11097;11098;11099;11100;11101;11102;11352;11353;11354;11355;11356;11357;11358;11359;11509;11510;11511	313;661;3648;3770;3827;6136;6504;8179;11089;11359;11510		
b2034	b2034	2	2	2		1	2	2	2	6.7	6.7	6.7	37.757	330	330	0	2.8063	0.6607	1.0846	8.4644	2	0	Median	75099	46802	28297				156	357;1301	True;True	361;1316	717;2560	3273;3274;10832	3274;10832		
b2041	b2041	1	1	1		1	1	1	1	3.6	3.6	3.6	40.526	361	361	0	2.3043	NaN	NaN	NaN	0	0	Median	84727	84727	0				157	1116	True	1123	2156;2157	9218;9219;9220;9221;9222;9223;9224;9225	9223		
b2042	b2042	3	3	3		1	3	3	3	10.4	10.4	10.4	32.829	297	297	0	3.0612	0.69745	0.9655	3.4643	3	0	Leave out requantified	164120	95178	68946				158	429;922;1933	True;True;True	433;929;1955	866;1796;3823	3958;3959;7962;16154;16155	3959;7962;16154		
b2095;b3132	b2095	6;1	6;1	6;1		2	6	6	6	15.2	15.2	15.2	47.108	420	420;426	0	9.1668	2.0481	1.8073	12.66	7	0	Leave out requantified	305700	132010	173690				159	302;382;404;1579;1608;1753	True;True;True;True;True;True	306;386;408;1598;1627;1773	627;784;818;819;820;3075;3076;3130;3131;3466;3467;3468	2929;3616;3617;3618;3619;3620;3621;3622;3623;3771;3772;3773;3774;12829;12830;13054;13055;13056;14544;14545;14546;14547	2929;3621;3772;12829;13056;14545		
b2114	b2114	7	7	7		1	7	7	7	15.2	15.2	15.2	76.254	677	677	0	10.946	1.3037	0.8872	1.3199	2	0	Median	146140	53782	92358				160	39;272;311;430;839;1408;1950	True;True;True;True;True;True;True	39;276;315;434;845;1424;1972	76;575;576;638;867;1616;2738;3846	356;357;358;359;360;361;362;2696;2697;2960;3960;7002;11473;16254	359;2697;2960;3960;7002;11473;16254		
b2155	b2155	24	24	24		1	24	24	24	39.2	39.2	39.2	73.895	663	663	0	151.79	0.47208	0.31972	10.557	22	0	Leave out requantified	3658700	2556900	1101900				161	96;255;506;650;686;687;726;727;801;843;852;916;920;921;1176;1187;1441;1652;1662;1873;1889;1909;1910;1947	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	97;259;510;656;692;693;732;733;807;849;858;923;927;928;1184;1195;1457;1671;1681;1894;1910;1931;1932;1969	204;542;543;990;1265;1332;1333;1334;1335;1336;1337;1338;1396;1397;1546;1547;1621;1640;1641;1788;1794;1795;2288;2289;2312;2313;2808;2809;3207;3208;3220;3221;3713;3714;3751;3788;3789;3790;3842;3843	985;2583;2584;2585;2586;2587;2588;2589;2590;2591;2592;2593;2594;2595;2596;2597;2598;2599;2600;2601;2602;2603;2604;2605;2606;4456;4457;4458;4459;4460;5616;5617;5844;5845;5846;5847;5848;5849;5850;5851;5852;5853;5854;5855;5856;5857;5858;5859;5860;5861;5862;5863;5864;5865;5866;5867;5868;5869;5870;5871;5872;5873;5874;5875;6120;6121;6122;6123;6124;6125;6126;6127;6128;6129;6130;6131;6132;6133;6134;6135;6722;6723;6724;6725;6726;6727;6728;6729;6730;6731;6732;6733;6734;6735;6736;6737;6738;6739;6740;6741;7014;7015;7123;7124;7125;7126;7127;7128;7129;7130;7131;7132;7133;7134;7135;7136;7137;7138;7139;7140;7141;7142;7911;7912;7954;7955;7956;7957;7958;7959;7960;7961;9795;9796;9797;9798;9799;9800;9801;9802;9803;9804;9805;9806;9807;9808;9809;9810;9891;9892;9893;9894;9895;9896;9897;9898;9899;9900;9901;9902;9903;9904;9905;11738;11739;11740;11741;11742;11743;11744;11745;11746;11747;13306;13307;13308;13334;13335;13336;13337;15667;15668;15669;15818;15819;15820;15995;15996;15997;15998;15999;16000;16001;16002;16003;16004;16005;16006;16007;16008;16009;16010;16011;16012;16225;16226;16227;16228;16229;16230;16231;16232;16233;16234;16235;16236;16237;16238;16239;16240;16241;16242;16243;16244;16245;16246;16247;16248;16249	985;2588;4458;5617;5849;5870;6127;6130;6734;7014;7127;7911;7955;7958;9801;9898;11746;13307;13337;15669;15818;15996;16004;16238		
b2185	b2185	6	6	6		1	6	6	6	73.4	73.4	73.4	10.693	94	94	0	11.594	0.60701	1.0558	6.958	9	0	Leave out requantified	2553200	1589600	963640				162	22;45;383;1169;1251;1252	True;True;True;True;True;True	22;45;387;1177;1260;1261;1262	44;45;85;785;2270;2271;2441;2442;2443;2444	249;250;251;252;253;254;255;256;257;258;259;397;398;399;400;401;402;403;404;405;3624;9751;9752;9753;9754;9755;9756;10394;10395;10396;10397;10398;10399;10400;10401;10402;10403;10404	250;398;3624;9752;10397;10402	9	1
b2186	b2186	1	1	1		1	1	1	1	5.7	5.7	5.7	37.822	335	335	0	1.8346	NaN	NaN	NaN	1	0	Median	54165	27624	26541				163	348	True	352	698	3207;3208;3209;3210	3209		
b2215;b4496;b1472	b2215	10;2;1	10;2;1	7;0;0		3	10	10	7	29.2	29.2	20.7	40.368	367	367;397;93	0	98.931	0.46078	0.73422	5.716	15	0	Leave out requantified	4227500	2887400	1340100				164	58;295;567;770;910;1346;1354;1697;1754;1951	True;True;True;True;True;True;True;True;True;True	58;299;571;776;917;1361;1369;1716;1774;1973	104;105;608;1117;1118;1469;1776;1777;1778;2640;2651;3311;3312;3313;3469;3470;3847;3848	471;472;473;474;475;476;477;478;2810;4931;4932;4933;4934;4935;4936;4937;4938;4939;4940;4941;4942;4943;4944;4945;4946;4947;4948;4949;4950;4951;6397;7836;7837;7838;7839;7840;7841;7842;7843;7844;7845;7846;7847;7848;7849;7850;7851;7852;7853;7854;7855;7856;7857;7858;7859;7860;11119;11120;11121;11122;11123;11124;11125;11126;11164;11165;11166;11167;11168;11169;11170;11171;11172;11173;13777;13778;13779;13780;13781;13782;13783;13784;13785;13786;13787;13788;13789;13790;14548;14549;14550;14551;14552;14553;14554;14555;14556;14557;14558;14559;16255;16256;16257;16258;16259;16260;16261;16262;16263	472;2810;4947;6397;7854;11120;11168;13780;14548;16259		
b2217	b2217	2	2	2		1	2	2	2	13.4	13.4	13.4	23.67	216	216	0	8.044	0.66119	0.96375	3.9229	3	0	Plateau	392180	251650	140530				165	1044;1063	True;True	1051;1070	2028;2029;2030;2065;2066	8742;8743;8744;8745;8746;8902;8903;8904;8905;8906;8907;8908;8909;8910;8911;8912;8913;8914;8915	8743;8904		
b2231	b2231	5	5	5		1	5	5	5	7	7	7	96.962	875	875	0	4.5504	0.61145	0.93131	69.923	3	0	Median	1015300	627340	387920				166	294;309;1148;1542;1857	True;True;True;True;True	298;313;1155;1560;1878	607;636;2231;2232;3013;3675;3676;3677	2809;2958;9562;9563;12580;15514;15515;15516;15517	2809;2958;9562;12580;15517		
b2234	b2234	6	6	6		1	6	6	6	10.5	10.5	10.5	85.774	761	761	0	45.806	1.1978	1.815	5.1232	6	0	Leave out requantified	390640	185190	205450				167	230;315;934;1030;1597;1784	True;True;True;True;True;True	234;319;941;1037;1616;1804	496;497;646;1811;2001;3101;3529	2386;2387;2388;2389;2390;2391;2392;2393;2394;2395;2396;2397;2398;2399;2400;2984;2985;2986;2987;2988;7997;7998;7999;8000;8623;8624;12914;12915;12916;12917;12918;14747;14748;14749;14750;14751;14752;14753	2394;2986;8000;8623;12915;14749		
b2286	b2286	5	5	5		1	5	5	5	11.2	11.2	11.2	68.235	596	596	0	7.8221	1.0917	1.0945	12.784	3	0	Leave out requantified	148200	46844	101360				168	413;483;495;971;1801	True;True;True;True;True	417;487;499;978;1822	834;957;975;1888;3558	3819;4346;4418;4419;8228;8229;8230;8231;8232;8233;14893	3819;4346;4418;8230;14893		
b2296	b2296	6	6	6		1	6	6	6	22	22	22	43.29	400	400	0	8.989	0.95848	0.96253	11.995	5	0	Leave out requantified	451560	232320	219240				169	258;1094;1912;1919;1949;1953	True;True;True;True;True;True	262;1101;1934;1941;1971;1975	546;547;2122;3792;3802;3845;3851	2610;2611;9124;9125;9126;9127;9128;9129;9130;16019;16042;16043;16044;16045;16046;16253;16273;16274	2610;9124;16019;16045;16253;16273		
b2297	b2297	12	12	12		1	12	12	12	21.6	21.6	21.6	77.139	714	714	0	37.205	NaN	NaN	NaN	1	0	Median	225880	5805.7	220070				170	260;359;798;881;963;1153;1194;1290;1355;1502;1609;1939	True;True;True;True;True;True;True;True;True;True;True;True	264;363;804;888;970;1161;1202;1301;1370;1518;1628;1961	549;727;1541;1701;1868;1869;1870;1871;1872;2248;2329;2516;2652;2931;3132;3830	2613;2614;2615;2616;2617;3297;3298;6714;7416;7417;7418;8171;8172;8173;8174;8175;9653;9654;9940;10620;10621;10622;10623;11174;12285;13057;13058;13059;13060;13061;16183;16184	2614;3297;6714;7417;8172;9653;9940;10620;11174;12285;13058;16183		
b2316	b2316	5	5	5		1	5	5	5	21.4	21.4	21.4	33.322	304	304	0	6.9679	0.6195	0.95747	21.819	7	0	Leave out requantified	1128900	681230	447700				171	133;419;601;1101;1280	True;True;True;True;True	134;423;606;1108;1291	271;272;842;843;1180;1181;2133;2499	1335;1336;3852;3853;5284;5285;9150;9151;9152;9153;9154;10558;10559	1335;3852;5285;9154;10558		
b2323	b2323	5	5	5		1	5	5	5	12.3	12.3	12.3	42.613	406	406	0	10.712	1.4724	1.4828	4.4715	5	0	Leave out requantified	679790	354670	325110				172	569;1053;1490;1500;1750	True;True;True;True;True	573;1060;1506;1516;1770	1121;1122;1123;1124;1125;2044;2908;2926;3457;3458;3459;3460;3461	4965;4966;4967;4968;4969;4970;4971;4972;4973;4974;4975;4976;4977;4978;4979;4980;4981;4982;4983;4984;4985;8803;8804;8805;8806;8807;8808;8809;8810;8811;8812;8813;12192;12193;12245;14483;14484;14485;14486;14487;14488;14489;14490;14491;14492;14493;14494;14495	4971;8806;12192;12245;14487		
b2400	b2400	2	2	2		1	2	2	2	3.8	3.8	3.8	53.815	471	471	0	4.9515	NaN	NaN	NaN	0	0	Median	112190	39570	72619				173	121;1575	True;True	122;1594	251;3068;3069;3070;3071	1234;12814;12815;12816;12817;12818;12819;12820;12821;12822	1234;12814		
b2414	b2414	16	16	16		1	16	16	16	69	69	69	34.489	323	323	0	182.87	0.72521	1.1851	45.141	20	0	Leave out requantified	5223700	3099700	2123900				174	42;128;679;755;851;858;859;919;1147;1167;1335;1439;1764;1928;1931;1932	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	42;129;685;761;857;865;866;926;1154;1175;1350;1455;1784;1950;1953;1954	80;81;264;265;266;1320;1444;1638;1639;1652;1653;1654;1793;2229;2230;2266;2267;2268;2618;2619;2805;3486;3817;3820;3821;3822	372;373;374;375;376;377;378;379;380;381;382;383;384;385;386;387;388;389;390;391;392;1298;1299;1300;1301;1302;1303;1304;1305;1306;1307;1308;1309;1310;1311;1312;1313;1314;1315;1316;1317;1318;1319;1320;1321;1322;1323;1324;5775;5776;5777;5778;5779;5780;5781;5782;5783;6279;6280;6281;6282;6283;6284;6285;6286;6287;6288;7111;7112;7113;7114;7115;7116;7117;7118;7119;7120;7121;7122;7172;7173;7174;7175;7176;7177;7178;7179;7180;7181;7182;7183;7184;7185;7951;7952;7953;9557;9558;9559;9560;9561;9738;9739;9740;9741;9742;9743;9744;9745;9746;9747;9748;9749;11008;11009;11010;11011;11012;11013;11014;11015;11016;11017;11018;11019;11020;11021;11022;11023;11024;11025;11026;11731;14615;14616;14617;14618;14619;14620;14621;14622;16106;16107;16108;16109;16110;16111;16112;16113;16114;16115;16116;16117;16118;16119;16120;16121;16122;16123;16124;16125;16126;16127;16128;16129;16130;16150;16151;16152;16153	386;1316;5778;6286;7120;7177;7182;7951;9560;9738;11020;11731;14617;16126;16150;16153		
